Contract ID,Country,Supplier,Contract Value (USD),Bidders Count,Award Date,Contract Duration (Months),Risk Score
4eccc435,South Africa,Mills Inc,39411295.14,1,2020-03-24,3,High
ee846c32,Morocco,Cummings-Lowe,37342202.85,1,2023-07-18,36,High
ef5b8d1d,Uganda,"Guzman, Davis and Mendoza",26164927.69,10,2022-11-21,36,High
ba4e28ae,Senegal,"Diaz, Jones and House",46941130.21,2,2024-09-25,6,High
b3575f6a,Kenya,"Collins, Collins and Bailey",13129850.87,10,2024-10-23,6,High
a7271eab,Ghana,Church Inc,17413364.52,5,2024-05-09,6,High
753a1618,Zambia,Horne-Cruz,35514729.64,1,2022-10-09,36,High
78809f42,Egypt,Ellis PLC,21943509.44,2,2022-10-15,24,High
ab70f58d,Morocco,"Bishop, Cardenas and Davis",44321437.82,1,2021-04-25,36,High
15cae2bf,Rwanda,Greer-Ray,43396472.46,3,2023-09-09,12,High
5c1b1399,Kenya,Garcia-Steele,34147712.95,5,2025-01-16,12,High
d191404e,Ethiopia,"Schneider, Mclaughlin and Ramirez",10289705.97,3,2023-01-02,36,High
7f10f48f,Tanzania,"Doyle, Martin and Clayton",2345439.47,3,2020-12-30,12,Low
f9a8de78,Ghana,Woods-Soto,5680345.69,2,2023-07-22,24,Low
98f35dfc,South Africa,Thomas and Sons,5319242.21,1,2021-05-21,6,High
470c5415,South Africa,Lee-Gutierrez,11541302.96,1,2021-06-17,12,High
7502d12a,Zambia,Harper Group,25973454.3,1,2023-10-05,36,High
abfb86ee,Uganda,Miller LLC,10782658.08,3,2022-11-07,12,High
6e698134,Egypt,"Leblanc, Moore and Macias",20762635.94,3,2024-10-02,12,High
acd0021b,Ghana,"Torres, Hawkins and Anderson",43903514.83,5,2024-12-18,6,High
a0d3baa5,Zambia,Richardson and Sons,3160575.48,3,2022-04-23,24,Low
1458088a,Nigeria,"Cross, Walsh and Knapp",26721965.36,5,2020-10-28,36,High
b9559e9f,Zambia,Manning PLC,40007887.18,3,2022-11-30,3,High
2060e797,Uganda,"Harris, Kelley and Smith",5786157.88,3,2023-09-15,24,Low
a185d70a,Ghana,Thompson Ltd,33756981.77,10,2024-01-19,36,High
baba58a0,Kenya,"Shields, Stout and Flores",5810079.3,2,2021-03-26,6,Low
3904df69,Ethiopia,Gomez Inc,38389057.99,3,2023-11-22,24,High
eea0c9bf,South Africa,Allen Ltd,41213312.54,10,2021-05-06,3,High
58c899fe,Kenya,"Chen, Johnson and Pearson",11549142.97,3,2022-02-03,3,High
74f0acef,Senegal,Gates-Cochran,47029310.68,1,2024-04-06,24,High
b4e6a458,Egypt,Daniels-Mitchell,12164669.03,2,2022-07-19,24,High
f2369194,Uganda,"West, Hodge and Gonzalez",23995917.97,10,2024-12-31,36,High
dd6cf30d,Rwanda,"Gilmore, Davis and Becker",40034690.72,10,2024-01-29,6,High
92f0b8b4,Rwanda,Morgan-Charles,37151286.24,5,2024-06-28,12,High
8613bdd7,Senegal,Jackson Ltd,31178231.89,5,2021-02-05,12,High
1ab8f8f4,Ethiopia,"Franklin, Cook and Nicholson",26648415.71,2,2020-10-22,36,High
86942af3,Tanzania,"Torres, Kerr and Flores",27964118.94,5,2022-04-07,24,High
4f439742,Senegal,Yang-Mcclure,9110745.3,1,2020-08-12,3,High
f6eeed9d,Egypt,"Nelson, Vazquez and Cooper",15131143.77,5,2020-05-25,3,High
9eaacba2,Morocco,Maldonado-Cunningham,24864839.5,10,2023-12-29,6,High
99e7e336,Senegal,Hill-Campos,10670082.45,10,2022-05-09,24,High
78bf2e19,Uganda,Michael-Huffman,9775606.66,10,2024-05-12,12,Low
c73505c0,Kenya,Nelson Ltd,9676587.97,5,2023-12-24,24,Low
334c3519,Kenya,"Foster, King and Brandt",6406327.31,10,2024-05-30,36,Low
d5626316,Uganda,Black-Mann,45510959.31,1,2023-09-01,24,High
731fcadd,Senegal,Perez PLC,34383945.45,3,2022-10-21,6,High
eedff98f,Rwanda,Hartman LLC,23400852.81,3,2023-12-23,24,High
af635cc3,Nigeria,Wallace-Diaz,7298455.16,1,2020-06-22,3,High
17a3a2af,Rwanda,"Johnson, Davis and Thompson",36865035.38,2,2024-11-25,6,High
e3f0edd3,Kenya,Owens-Daniel,49794947.4,2,2022-01-31,6,High
7db997b6,Uganda,Murphy-Smith,45540951.05,5,2021-12-15,6,High
511040ab,Kenya,Butler PLC,13393107.41,5,2024-02-12,24,High
3181e6a1,Uganda,Pierce-Simmons,3044700.57,2,2024-07-01,6,Low
dd3d0b76,Morocco,Perez-Shea,15595037.13,1,2023-03-15,36,High
263e7685,Ghana,Alvarez-Garza,41400379.06,10,2023-04-26,3,High
c72d33bc,Nigeria,"Ali, Lane and Floyd",34331350.65,10,2020-10-24,36,High
e4fad811,South Africa,Roy Group,16765903.77,3,2022-06-26,12,High
5f441ba5,Ghana,Dickerson and Sons,31358693.41,5,2021-07-03,3,High
bbdc37bb,Ghana,"Acosta, Mccullough and Hickman",18761377.18,5,2025-01-28,24,High
93913634,Nigeria,"Brown, Hernandez and Rhodes",27562950.82,10,2020-05-01,24,High
77537b3b,Nigeria,Gardner LLC,44988444.62,3,2023-04-26,36,High
056b738d,Senegal,"Thompson, Obrien and Dorsey",11700641.58,1,2023-01-14,6,High
f082c825,Nigeria,"Gomez, Pennington and Carter",10015954.0,10,2023-02-26,24,High
c72b0ca8,Ethiopia,Castillo and Sons,28914138.3,3,2022-07-03,6,High
1d1c3a5c,Kenya,Conley PLC,39037412.62,10,2020-07-24,36,High
16188a15,Kenya,"Myers, Delgado and Jones",42210133.27,2,2025-02-10,36,High
3bed15f3,Tanzania,"Butler, Simpson and Larson",17286770.74,5,2023-11-22,36,High
211612ba,South Africa,Hopkins and Sons,20260506.94,1,2021-01-10,36,High
d5741c3f,South Africa,Guerra-Serrano,44825648.87,3,2023-07-24,24,High
37b48c67,Senegal,Brewer-Martinez,42559870.01,3,2024-02-22,6,High
de5f8557,Ghana,Hall LLC,22926351.75,10,2023-03-25,24,High
4a41bc16,Uganda,Wiley-Randall,45878587.89,2,2021-09-17,36,High
d4564bb2,Tanzania,"Ellis, Rodriguez and Perez",11137309.94,10,2024-03-09,6,High
21f863fe,South Africa,Yates-Velasquez,6933938.43,1,2022-04-08,3,High
2e687afb,Tanzania,"Simmons, King and Gomez",33536530.65,5,2020-04-11,24,High
6fb50f46,Senegal,"Davis, Cortez and Rodriguez",40425090.77,3,2024-10-09,24,High
ef3cacea,Egypt,Morgan-Casey,16677448.84,2,2023-08-12,6,High
ca403fda,Ethiopia,"Martin, Werner and Saunders",46019768.89,5,2020-07-01,24,High
350be557,Morocco,Turner-Soto,21444689.79,1,2020-11-15,3,High
fcd76424,Morocco,Pruitt-Gallagher,14861277.09,2,2022-12-20,24,High
89b9e0ee,South Africa,"Wilson, Gonzalez and Ford",45912745.82,2,2020-11-29,24,High
643272bc,Ghana,"Glass, Williams and Maddox",17877150.69,5,2024-06-22,12,High
8432e0ce,Kenya,Hanson and Sons,28683633.94,1,2024-04-11,3,High
541b9d25,Senegal,"Williams, Chase and Martinez",47489563.51,5,2022-09-17,3,High
0f002ec8,Morocco,Davis-Davis,26926327.0,2,2023-02-06,6,High
8e54a263,Morocco,"Adams, Weaver and Carey",21211940.03,10,2021-01-01,6,High
ddf492d5,Kenya,Harper-Perez,27974375.93,2,2024-12-30,6,High
e7144e13,Zambia,Cole-Lewis,35780163.12,3,2024-12-18,36,High
20c04a6a,Zambia,"Schultz, Warren and Young",39687755.29,1,2024-10-09,3,High
ab509526,South Africa,Park-Mullins,39834582.32,3,2024-07-29,6,High
3e4f2d33,Senegal,Johnson-Cole,21292558.47,1,2023-07-01,3,High
bcb00f46,Rwanda,Cooper-Carney,14252257.92,5,2025-01-15,12,High
7ccfadba,Nigeria,Rubio-Higgins,45330087.47,5,2022-04-26,6,High
98c7810b,Rwanda,Barrett-Collins,48760115.67,3,2022-01-24,3,High
082fe722,Nigeria,"Donaldson, Walters and Martin",36175273.15,2,2023-11-29,12,High
74122921,Morocco,Wolfe Ltd,24885752.92,3,2023-04-14,24,High
f003a118,Kenya,"Palmer, Bowen and Williams",25390807.49,2,2024-04-25,12,High
cd305fac,Zambia,Olson and Sons,20402549.54,3,2025-01-17,12,High
7c1bfc42,Ethiopia,Anderson Group,39401759.46,2,2021-01-25,36,High
c51b4d74,Morocco,Gilbert-Jackson,16859934.39,10,2021-01-28,6,High
64d676d0,Senegal,Gray and Sons,6801861.88,2,2024-10-14,3,Medium
c903be20,Egypt,Brown LLC,8169526.33,5,2020-05-29,6,Low
a6012058,Tanzania,Melton Group,14111432.87,3,2022-03-31,24,High
d4589086,Ghana,Young-Sutton,45292525.39,3,2021-11-11,24,High
a1310c87,Nigeria,"Compton, Herring and Mayer",34245984.87,2,2021-01-14,36,High
d6e472ff,Tanzania,Wallace-Stephens,15050404.88,10,2021-02-03,36,High
227022cb,South Africa,Collier-Pineda,22815179.67,2,2023-07-03,6,High
bf924c6a,Nigeria,"Pham, Harvey and Gregory",22344819.91,3,2021-03-21,24,High
a603886d,Kenya,"Mathews, Wilson and Meyer",39378423.22,10,2024-06-18,12,High
f98e4b16,Tanzania,Wilson and Sons,36297558.7,1,2022-08-15,6,High
90d6f3a8,Nigeria,Patton and Sons,14177868.31,10,2024-05-15,12,High
b2248b46,Ghana,Howard Group,18604104.58,3,2023-05-24,6,High
1e521791,Morocco,Leonard-Marks,13744404.65,3,2023-09-17,3,High
a3db0745,Egypt,"Hoffman, Perez and Chen",33791366.94,10,2022-11-14,6,High
c894561c,Kenya,"Fisher, Rich and Lane",35444713.0,5,2020-08-30,12,High
0823ea67,Rwanda,"Valdez, Marshall and Lopez",25780772.54,2,2022-01-10,36,High
89c069e2,Kenya,Young-Jennings,37165758.82,2,2020-08-31,3,High
13e82068,Kenya,Smith-Brock,47510152.17,10,2023-12-16,12,High
e0428716,Senegal,Vaughan LLC,5034247.19,5,2020-04-07,36,Low
6b22bba9,Morocco,Reyes-Andrews,2806345.2,2,2023-10-08,12,Low
28df89df,Ethiopia,Garcia-Aguilar,7069659.46,3,2024-04-29,36,Low
ad166754,Rwanda,Baker-Valentine,12000349.43,5,2021-08-31,6,High
9cdf416c,Kenya,Ware PLC,11425976.97,2,2021-04-17,3,High
f4a1f359,Tanzania,Brown-Gilbert,46396907.14,3,2024-02-19,24,High
1458f00d,Kenya,Petty-Green,43775079.45,2,2023-08-24,6,High
21998711,Rwanda,"Kaiser, Martin and Rios",37939536.62,3,2023-12-30,12,High
695e4bcf,Morocco,Malone Group,14073384.0,3,2021-10-30,6,High
7f87fc32,Tanzania,"Thomas, Mclaughlin and Davidson",6156794.25,5,2020-08-21,36,Low
fcc54bfd,Morocco,"Thompson, Webb and Knox",14588397.16,3,2024-08-24,36,High
54a9b272,Zambia,"Hall, Schneider and Ray",21696375.98,1,2022-03-05,3,High
f180d40e,Ethiopia,"Jones, Collins and Carter",27580843.85,5,2025-01-30,12,High
0a1e72ca,Morocco,Gentry LLC,20395841.53,1,2024-03-27,24,High
0a34fd33,Uganda,"Harris, Patterson and Smith",14058610.63,5,2020-12-06,24,High
8dd4180c,Morocco,"Harper, Huang and Ritter",42034067.86,2,2020-07-08,12,High
2f599f96,Egypt,Dudley-Cordova,45666817.32,5,2024-04-02,12,High
4efabd41,Nigeria,"Ellis, Padilla and Graham",9044751.25,3,2024-02-16,24,Low
ebc813d3,Zambia,Bender-Hughes,46181003.31,10,2021-11-03,12,High
7ba20a93,Zambia,Ramos Group,602298.69,2,2022-02-28,24,Low
6e266f2f,Morocco,"Knight, Moore and Johnson",5829510.41,10,2024-02-25,3,Medium
6f20643a,Egypt,Marquez Inc,30632338.96,5,2022-06-18,6,High
ac9ebd11,South Africa,"Graves, Mason and Benson",7102399.04,1,2023-08-26,6,High
c291145f,Egypt,Matthews-Smith,38952369.74,1,2025-03-14,3,High
2d4b98e4,Tanzania,"Andrews, Reyes and Rodriguez",7379971.16,2,2020-09-24,3,Medium
77f9e50e,Ethiopia,"Daniels, Oconnor and Andrews",32068995.39,1,2024-11-13,12,High
6fa35e82,Uganda,Huff-Ashley,44079899.09,10,2024-01-12,24,High
5b72decb,Kenya,Johnson Ltd,33234898.0,10,2024-02-23,3,High
41a80e62,Nigeria,"Marquez, Bennett and Jones",41706600.67,1,2022-05-22,6,High
8af67af0,Uganda,Jennings Ltd,9907209.55,3,2021-12-09,6,Low
e1137b3a,Ghana,"Rivera, Dominguez and Stevens",2229090.25,5,2024-10-09,12,Low
935b247b,Ethiopia,"Wheeler, Mcconnell and Harrington",44129381.94,1,2022-09-23,36,High
8fbc0c0d,Ethiopia,Barnett and Sons,17339139.97,1,2022-07-28,36,High
75a1c2ef,Uganda,Delacruz PLC,38149153.96,5,2020-08-21,6,High
80bd3165,South Africa,Barron-Garrison,7339766.11,2,2023-09-29,12,Low
9e2fd52c,Tanzania,Myers Ltd,17759626.73,2,2024-11-05,24,High
01dd533e,South Africa,Ward Ltd,14810834.93,3,2021-07-29,3,High
06d24066,Uganda,Hart Inc,8127281.16,1,2020-04-30,12,High
276c0b1f,Ghana,York Inc,326924.47,5,2023-11-16,36,Low
e3ab28dc,Senegal,Castillo-Cherry,39926279.53,10,2023-06-29,3,High
bff4d5c0,Morocco,Acevedo LLC,2351612.36,3,2024-05-24,6,Low
970e35dd,Egypt,Coleman LLC,13247671.64,1,2020-10-16,6,High
e95b1d2d,Rwanda,"Hunt, Fleming and Smith",32865801.04,1,2021-09-28,24,High
c223e2a8,Ethiopia,Howard Inc,22923956.57,5,2023-06-18,36,High
c9c32870,Senegal,Turner-Stephens,47308464.08,10,2020-08-26,12,High
18f70e77,Morocco,Sandoval-Davila,33527443.45,1,2022-05-04,12,High
73dd29a7,Nigeria,Miller LLC,7658689.18,10,2022-11-22,3,Medium
e8e94aeb,South Africa,Lopez Inc,18208265.69,1,2021-04-26,24,High
ebd6144b,Ethiopia,Johnson Group,23463631.57,2,2022-03-27,3,High
95d1762c,Nigeria,Price-Gutierrez,19779703.36,10,2020-06-11,3,High
882c916f,Nigeria,"White, Miranda and Yates",11012663.5,2,2024-09-23,6,High
638c9df6,Ethiopia,Howard-Wilson,28588503.65,10,2020-10-31,6,High
b5f0303d,Morocco,Brown-Powell,32048579.81,5,2021-09-07,24,High
662a910d,Morocco,"Rodriguez, Santiago and Moreno",13547887.1,5,2023-10-28,6,High
edfa585f,Uganda,Wood PLC,8627628.69,1,2020-04-15,3,High
15bd9443,Zambia,White-Willis,33498225.95,10,2024-03-25,3,High
35ba6df1,Ghana,"Williams, Garcia and Thompson",6190600.05,2,2022-09-21,12,Low
388f0488,Ethiopia,Olson-Klein,13976703.05,5,2023-07-21,12,High
614f738e,Tanzania,Rios Inc,19428701.35,5,2022-08-14,24,High
e711cd83,Tanzania,"Chavez, Vincent and Smith",35248875.53,3,2020-11-10,36,High
03342998,Ethiopia,Morris Ltd,40623218.51,5,2021-04-22,24,High
98bb5e07,Uganda,Beck LLC,34070702.39,3,2024-05-05,3,High
3db67aa5,Kenya,"Elliott, Bean and Ochoa",19910355.86,2,2022-12-12,6,High
e86e684e,Uganda,Jordan LLC,28922085.82,1,2022-11-13,3,High
88a348c4,Uganda,Anderson-Chapman,42487595.84,5,2023-11-26,36,High
e4185cee,Rwanda,Gomez Group,20437965.56,5,2023-02-11,36,High
ea382c28,Senegal,Rice LLC,35026718.23,2,2021-09-08,3,High
8c59a151,Morocco,Lewis-Murray,5880085.3,2,2023-03-16,24,Low
cb3812c7,Rwanda,Nelson-Hartman,28772243.09,5,2023-02-13,36,High
29e017b7,Kenya,Allen Group,11999510.65,10,2024-05-14,6,High
2a1ab95e,Rwanda,Hubbard-Scott,12141972.58,3,2024-06-01,12,High
f7c9f3d0,Rwanda,Scott LLC,41750881.07,2,2024-10-01,12,High
af83681a,Ethiopia,"Gibson, Green and Thomas",17273361.43,3,2022-10-08,3,High
04d31b70,Ghana,Marsh LLC,4290180.52,5,2022-04-30,12,Low
29a5fae8,Uganda,"Thomas, Johnson and Dickson",14720009.19,3,2021-02-06,3,High
bdf4c286,Zambia,Zimmerman PLC,6757089.55,10,2020-07-26,24,Low
51a9934d,Tanzania,Dunlap Group,30125385.97,3,2022-01-16,6,High
00955bc5,Uganda,Howard-Warren,44532866.47,3,2024-01-26,3,High
b248757d,Senegal,Ortiz-Haas,36342902.26,2,2024-04-21,24,High
2b3dbd70,Uganda,Roth LLC,36527333.35,1,2023-04-09,12,High
ac8939b8,Morocco,Sosa Group,23105586.04,1,2022-03-17,36,High
e7e0f940,Nigeria,Wood PLC,41706948.83,1,2020-06-10,24,High
3b873fed,Ghana,Church-Lopez,23750387.79,1,2023-09-27,6,High
d2f61234,South Africa,Cowan and Sons,10195065.79,1,2021-12-29,6,High
17da8d21,Uganda,Johnson Group,41118135.49,1,2021-06-30,12,High
f9740f86,Zambia,"Wade, Tran and Weber",6201549.27,5,2024-12-14,36,Low
099c5bec,Egypt,Williams PLC,22696005.16,3,2023-11-09,3,High
8869ddff,Zambia,Middleton LLC,14336055.82,5,2020-04-27,12,High
c6fe29d4,South Africa,"White, Adams and Zuniga",45346484.34,1,2023-12-12,3,High
eb3e8d2a,Uganda,"Lamb, Johnson and Wright",40098800.85,2,2024-10-19,24,High
9ad57bd2,Egypt,Cobb-Roach,44218043.77,5,2022-02-28,12,High
40da2d3b,Rwanda,Irwin-Ford,5903068.9,10,2022-04-03,3,Medium
83d04888,Uganda,"Richards, Evans and Aguilar",42289428.48,10,2021-09-13,24,High
2d095443,Ghana,"Hicks, Mendoza and Lawson",33584984.65,10,2022-12-12,3,High
512a6838,Senegal,Gallagher and Sons,27405539.75,5,2022-02-17,12,High
7eb7631b,Zambia,Gutierrez and Sons,26891409.06,3,2022-11-18,36,High
ec655048,Uganda,Bullock-Jackson,36803948.91,2,2021-04-03,6,High
63e5ee5f,Ghana,Michael Ltd,5281061.45,2,2022-01-15,24,Low
b840049b,Senegal,Hart-Matthews,48708528.79,3,2024-07-04,3,High
58853ca4,Zambia,Freeman-Collins,8641423.32,2,2023-11-15,12,Low
03513dda,Egypt,Kennedy PLC,13218171.2,1,2020-11-19,36,High
dedebeeb,Rwanda,"Wood, Moore and Thomas",29755656.54,2,2021-01-05,12,High
a59a89f4,Senegal,Pearson-Sparks,15690562.17,3,2024-03-07,24,High
da9400f5,Egypt,Martin Group,21427070.11,3,2022-10-20,36,High
79ef7a1c,Egypt,Williams-Humphrey,36468399.35,10,2021-12-05,36,High
99ca9fd0,Morocco,"Santos, Pena and Hebert",23524835.04,10,2024-02-13,3,High
13065f18,Ghana,Bradshaw-Shaw,8453394.13,10,2024-03-30,3,Medium
8862b8a6,Senegal,"Phillips, Jennings and Nash",39221318.27,2,2022-08-26,36,High
4356f5dc,Nigeria,Bailey-Edwards,7090505.69,3,2022-05-07,12,Low
921c3381,Ghana,Flores-Allen,20748841.47,3,2024-12-19,3,High
232eb83c,Nigeria,"Owen, Adams and Norton",17772270.31,1,2025-01-02,6,High
476c9581,Tanzania,"Sweeney, Reed and Price",19863392.35,3,2024-09-27,3,High
cb6375e1,Uganda,Salinas Ltd,39363180.79,10,2022-02-19,12,High
666a8a01,Nigeria,Lindsey-Mclean,25409064.71,1,2022-12-26,24,High
13b245f7,Tanzania,Carter LLC,4233127.07,10,2020-06-24,24,Low
64c61cfa,Tanzania,Cabrera-Terry,46689266.49,3,2021-01-27,24,High
cacefc96,Tanzania,Huff and Sons,900305.6,10,2025-02-02,6,Low
ca078cd6,Ghana,Guerra-Lopez,10150809.65,2,2024-06-07,3,High
df9edcfd,Rwanda,Coleman and Sons,20238470.85,2,2023-10-25,6,High
34368728,Ghana,"Mack, Glover and Moore",10377770.54,3,2021-03-06,24,High
6f6b2af0,Ghana,Dixon-Gonzalez,24522109.75,5,2024-03-10,6,High
51b25d74,Ghana,Gardner PLC,44631091.06,10,2021-06-22,6,High
23b1b6bd,Nigeria,"Bowman, Roberts and Schneider",9022772.31,3,2024-05-26,12,Low
e501adce,Zambia,Torres LLC,44809135.37,2,2023-11-15,12,High
a35dd8c7,Ghana,"Thomas, Hayes and Elliott",47488898.56,10,2022-12-22,6,High
2b77acda,Nigeria,"Smith, Brown and Harrington",32148008.73,2,2022-11-07,6,High
29ac7487,Nigeria,"Yates, Vazquez and Barnes",47437674.51,5,2021-03-08,3,High
663c4735,Rwanda,"Mclean, Conley and Poole",1115897.65,3,2024-07-17,24,Low
774e9670,Senegal,Smith and Sons,26436154.68,3,2022-09-03,12,High
f2cf3d8b,Rwanda,Thompson PLC,11844829.7,3,2023-02-19,6,High
1490e2a6,South Africa,Jacobs and Sons,7966091.92,2,2023-02-08,12,Low
3c1028f0,Uganda,"Good, Richardson and Rodriguez",36119239.88,5,2023-01-30,24,High
e17f86aa,Nigeria,Hughes Ltd,28843408.86,1,2021-11-28,3,High
e3b15d7d,Tanzania,Brown PLC,21911748.88,2,2024-02-18,36,High
cd274aa4,Senegal,Baldwin PLC,30588436.71,1,2020-08-28,3,High
6ca69a46,Senegal,Garcia PLC,41081310.1,10,2020-05-31,3,High
447188be,Rwanda,White LLC,45810040.52,2,2025-01-21,6,High
dcc3274e,Uganda,"Burke, Garner and Mitchell",47919128.83,10,2024-08-30,12,High
8725d7f9,Ethiopia,Davenport-Barr,33996034.39,1,2020-10-04,36,High
d6f1de98,Morocco,Fisher-Green,48463974.45,1,2020-11-10,36,High
cdf85a20,Rwanda,Johnson and Sons,14754552.17,3,2022-05-22,24,High
09ba1d7f,Egypt,Estrada and Sons,15023290.15,5,2021-12-01,36,High
c9bf4704,Tanzania,Owen-Horn,37845943.59,5,2024-09-25,24,High
1c7c333f,Nigeria,Lutz-Valenzuela,11802708.0,5,2023-04-09,12,High
d34875d1,South Africa,Pierce Group,21897158.95,2,2021-09-19,6,High
27be5a19,Egypt,"Cortez, Barton and Bailey",5872259.61,3,2023-05-16,6,Low
e16a0ec5,Senegal,Burns-Henson,47963749.42,3,2021-09-05,12,High
89a97cbe,Senegal,Gallegos-Mendez,27990040.15,3,2020-05-20,24,High
660ee4ce,Zambia,Browning-Jordan,3548286.14,3,2024-09-08,12,Low
4b000f02,Nigeria,Crosby Group,27311727.52,5,2024-06-13,3,High
b0888e39,Tanzania,Butler PLC,5332253.21,3,2021-07-19,24,Low
62bf5001,Ghana,Mueller-Garza,36627413.12,2,2020-11-16,6,High
59aaacc2,Senegal,Estrada-Turner,31092667.94,3,2020-08-17,3,High
a5c9d6ed,Rwanda,Morrison-Arias,47623819.18,2,2022-03-01,3,High
1d349c6f,Uganda,Rogers Group,39109263.03,10,2021-08-13,36,High
63da03c4,Ethiopia,"Robinson, Garcia and Mann",44386724.86,1,2022-09-24,3,High
d0e2cf0f,Morocco,Gonzalez-Hickman,40118286.28,3,2023-02-06,6,High
603b5a39,Ethiopia,Hester-Chapman,1852785.41,1,2020-08-06,12,High
dd0ebde7,Senegal,Elliott-Grant,24288421.86,2,2022-11-20,6,High
cea74ce4,Zambia,"Stevens, Harding and George",44737697.26,5,2021-12-29,24,High
bdfbd0f7,Uganda,Hansen Group,47525516.87,2,2022-10-16,12,High
d9af5c61,Nigeria,Hamilton LLC,47881010.8,5,2023-06-20,24,High
3261db1c,Egypt,Schultz-Bell,32139160.38,1,2022-04-12,12,High
1a0f024c,Zambia,Patrick Ltd,49475172.38,1,2025-03-06,24,High
a5e54c71,Nigeria,Riggs Group,28491327.47,5,2022-12-08,36,High
f1ad1aae,Zambia,Hernandez LLC,15232942.75,1,2020-07-26,6,High
15607686,Tanzania,Sanchez Group,29085769.96,1,2024-07-04,24,High
7a800c82,Tanzania,Young and Sons,10847335.76,5,2022-03-17,36,High
db55bd9e,Ethiopia,Bailey-Gomez,49034953.29,10,2024-07-17,3,High
ad9abe77,Ethiopia,Briggs Group,43344109.96,1,2022-06-22,12,High
1a22be25,Rwanda,Deleon Group,7613376.92,10,2022-12-20,12,Low
73e949c7,South Africa,Medina PLC,21663058.04,5,2020-08-17,36,High
5aab58c8,Morocco,Rogers Inc,17744569.6,2,2024-03-23,3,High
4a0ec975,Nigeria,Ramos PLC,15537218.58,3,2023-04-12,3,High
445d1904,Nigeria,"Holmes, Williamson and Lewis",22381308.13,5,2022-06-04,12,High
2110f30e,South Africa,"White, Lopez and Cain",40306889.74,5,2022-06-18,3,High
dc3214de,South Africa,Johnston Inc,40102612.8,3,2024-02-25,36,High
01e2223e,Rwanda,"Carpenter, Lee and Allen",35027492.52,3,2024-03-03,24,High
442b1949,Zambia,Gentry and Sons,41919523.92,2,2020-04-29,36,High
58c92da7,South Africa,Webb Inc,41338727.07,5,2021-12-20,24,High
56345331,Ethiopia,"Luna, Patton and Lucas",39201456.48,3,2022-08-12,24,High
d445e545,Ghana,Lawrence-Hernandez,20804655.55,5,2022-03-25,24,High
e38302ac,Nigeria,"George, Gonzalez and Lawrence",44542928.17,1,2020-11-04,12,High
b8b83368,Rwanda,Leach-Johnson,20520657.57,5,2023-07-04,12,High
be49bfdc,Kenya,Stanley and Sons,31297978.91,1,2023-12-18,12,High
268a7a58,Uganda,Hayes-Christensen,10330442.23,10,2023-04-15,3,High
f20d7085,South Africa,Moran-Armstrong,7203557.71,2,2024-06-25,6,Low
4de96a7c,Senegal,Ryan PLC,18328489.63,3,2022-06-16,6,High
ca699405,Zambia,Hammond and Sons,8495621.34,3,2024-08-20,6,Low
67eb788d,Uganda,"Johnson, Peters and Brown",28212031.55,5,2022-09-09,3,High
2fc0448e,Ghana,"Simpson, Castaneda and Johnson",39624084.4,3,2025-01-29,12,High
cb7226b6,Rwanda,"Gomez, Allison and Clark",15251997.02,1,2021-02-03,3,High
82738085,Kenya,Alvarez Ltd,29408196.27,1,2022-12-22,12,High
771daffa,Egypt,"Smith, Sampson and Graham",9109443.96,5,2021-03-15,12,Low
5a71f472,Rwanda,"Jefferson, Pena and Acosta",47487456.02,10,2024-08-02,12,High
27ab9e3e,Morocco,Johnson-Hanson,14578997.91,10,2021-10-28,6,High
1e666b43,Senegal,Roberts PLC,19480665.35,3,2025-01-04,12,High
48813d54,Ethiopia,"Wilson, Caldwell and Smith",16018641.12,1,2024-09-11,24,High
7bd37058,Senegal,"Jones, Reed and Contreras",49484375.97,2,2020-11-23,24,High
add1d735,South Africa,Summers-Robinson,26242280.09,2,2024-09-08,36,High
4bfa7184,Ghana,Thomas Inc,10269601.22,5,2025-02-28,3,High
3a4d6251,Kenya,Duncan-Mcdonald,6053434.5,5,2025-01-27,6,Low
14d481a2,Ghana,"Chase, Martinez and Brock",21322059.19,5,2022-11-18,24,High
44f9c6ad,Egypt,Duran PLC,5568692.15,2,2020-04-28,6,Low
1ff4b150,Nigeria,Flores-Washington,46052055.14,3,2021-02-16,24,High
4676853f,Tanzania,Mcbride Ltd,2378651.62,10,2022-01-17,12,Low
c143116d,Zambia,Hunt-Payne,8406371.8,5,2025-03-15,24,Low
2020f77e,Kenya,Smith and Sons,42359762.78,5,2023-06-10,12,High
1571d83b,Rwanda,Meyer-Schmidt,34665259.91,5,2021-08-27,12,High
4e07361c,Nigeria,Evans-Alvarado,5563812.2,2,2020-05-17,6,Low
ee9acb90,Zambia,Payne PLC,40836133.16,1,2023-03-18,36,High
0afed554,Morocco,"Winters, Mcclure and Collier",29212697.21,10,2025-01-14,36,High
9730f961,Uganda,"Trevino, Baker and Deleon",38797758.99,2,2024-08-11,24,High
62123670,Nigeria,"Alexander, Bennett and Herrera",2987131.1,10,2023-02-05,24,Low
fc9a01b2,Rwanda,"Leon, Munoz and Fischer",12196458.79,2,2020-06-14,24,High
4d414a3e,Tanzania,Yates Group,7577988.61,10,2020-04-25,36,Low
eb45f904,Zambia,"Martinez, Wilson and Garcia",41027000.05,10,2023-04-04,6,High
